SMILES,MW,MW_MCS,NR,NR_MCS,HD,HD_MCS,HA,HA_MCS,FC,FC_MCS,LogP,LogP_MCS
CC1C(=O)C(C)(C)Nc2ccc3c(c21)C(c1ccccc1)Oc1ccccc1-3,369.4640000000001,0.4299301270027634,1,0.14285714285714285,1,0.3333333333333333,3,0.4,0,0.3333333333333333,5.712100000000005,0.7225418462463667
CC1=CC(C)(C)Nc2ccc3c(c21)C(C1CCCC2(C)OC12)Oc1c(F)cc(F)cc1-3,423.5030000000001,0.6233659311865521,1,0.14285714285714285,1,0.3333333333333333,3,0.4,0,0.3333333333333333,6.630300000000005,0.9066051919414654
CC(C)(C(=O)[N-]c1nncs1)C1c2ccccc2Oc2cc(O)ccc21,366.4220000000002,0.41904110765882535,3,0.42857142857142855,1,0.3333333333333333,6,1.0,-1,0.0,4.739500000000004,0.527573418863386
CC1(C)Nc2ccc(-c3cc(F)cc(C#N)c3)cc2C(C)(C)O1,310.37200000000007,0.21840680975358315,1,0.14285714285714285,1,0.3333333333333333,3,0.4,0,0.3333333333333333,4.777680000000004,0.5352270221509473
[O-]c1cccc(-c2ccc3c(c2)C2(CCCCC2)C(S)=N3)c1,308.4259999999999,0.21144098738563238,1,0.14285714285714285,1,0.3333333333333333,2,0.2,-1,0.0,4.602500000000004,0.5001102535832417
N#Cc1ccc(-c2ccc3c(c2)C2(CCCCC2)C(=O)N3)[nH]1,291.35399999999987,0.150330751277902,1,0.14285714285714285,2,0.6666666666666666,2,0.2,0,0.3333333333333333,3.7073800000000015,0.32067354916307506
CC1(C)OCC(=S)Nc2ccc(-c3cc(F)cc(F)c3)cc21,319.37600000000003,0.25063716155266946,1,0.14285714285714285,1,0.3333333333333333,2,0.2,0,0.3333333333333333,4.636400000000003,0.5069058835321238
CC1(C)OCC(=O)[N-]c2ccc(-c3ccc(C#N)[nH]3)cc21,280.3070000000001,0.11078735986025409,1,0.14285714285714285,1,0.3333333333333333,3,0.4,-1,0.0,3.350480000000002,0.24912899669239266
CN1CCC(N(Cc2ccccc2Cl)c2ccc(C#N)c(Cl)c2)C1,360.2880000000001,0.3970840910067153,4,0.5714285714285714,0,0.0,3,0.4,0,0.3333333333333333,4.575780000000004,0.4947539340483115
Cn1c(C#N)ccc1-c1ccc2c(c1)C(C)(C)CC2=O,264.328,0.0535895820506577,1,0.14285714285714285,0,0.0,3,0.4,0,0.3333333333333333,3.427780000000002,0.2646246366643281
CC1(C)OC(=S)Nc2ccc(-c3ccc(C#N)[nH]3)cc21,283.35600000000005,0.121701436119185,1,0.14285714285714285,2,0.6666666666666666,3,0.4,0,0.3333333333333333,3.515480000000002,0.2822050716648292
CCCCC1Oc2ccc(C)cc2-c2ccc3c(c21)C(C)=CC(C)(C)N3,347.50200000000007,0.3513158459930412,3,0.42857142857142855,1,0.3333333333333333,2,0.2,0,0.3333333333333333,6.893120000000006,0.9592903678460459
CC1(C)CC(=O)c2c(ccc3c2C(c2ccc(Cl)cc2)Oc2ccccc2-3)N1,389.88200000000006,0.5030175684769689,1,0.14285714285714285,1,0.3333333333333333,3,0.4,0,0.3333333333333333,6.265700000000003,0.8335170893054021
Cc1cc(C#N)sc1-c1ccc2c(c1)C(C)(C)OC(C)[NH2+]2,299.41900000000004,0.1791998969086925,1,0.14285714285714285,1,0.3333333333333333,3,0.4,1,0.6666666666666666,3.4014000000000015,0.25933647388994696
CC1Nc2ccc(-c3csc(C#N)c3)cc2C2(CCCCC2)O1,324.4490000000001,0.2687962658037544,1,0.14285714285714285,1,0.3333333333333333,4,0.6,0,0.3333333333333333,5.234280000000004,0.626757542347399
CC(C)(C)C(=O)OC[NH+]1c2ccc(-c3csc(C#N)c3)cc2C(C)(C)OC1C(F)(F)F,453.50600000000014,0.7307634484042324,3,0.42857142857142855,1,0.3333333333333333,5,0.8,1,0.6666666666666666,4.503680000000004,0.48030069159065875
CC1(C)OC(S)=Nc2ccc(-c3ccccc3F)cc21,287.3590000000001,0.1360304119356826,1,0.14285714285714285,1,0.3333333333333333,2,0.2,0,0.3333333333333333,4.675300000000003,0.5147038187832014
CC1(C)OC(S)=Nc2ccc(-c3cccc([N+](=O)[O-])c3)cc21,314.3660000000001,0.23270356953651875,2,0.2857142857142857,1,0.3333333333333333,4,0.6,0,0.3333333333333333,4.4444000000000035,0.46841735992783423
SC1=Nc2ccc(-c3cccc(Cl)c3)cc2C12CCCCC2,327.8800000000002,0.2810777337094262,1,0.14285714285714285,1,0.3333333333333333,1,0.0,0,0.3333333333333333,6.182300000000005,0.816798636864789
CC1(C)C(S)=Nc2ccc(-c3cccc(Cl)c3)cc21,287.815,0.13766269096948763,1,0.14285714285714285,1,0.3333333333333333,1,0.0,0,0.3333333333333333,5.2580000000000044,0.6315124787010126
CCCc1cc(C#N)sc1-c1ccc2c(c1)C1(CCCCC1)C(S)=N2,366.5550000000001,0.41951718904368496,3,0.42857142857142855,1,0.3333333333333333,3,0.4,0,0.3333333333333333,6.414580000000006,0.8633617319835625
CC(c1ccnn1C)N(Cc1ccccc1Cl)c1ccc(C#N)c(Cl)c1,385.2980000000001,0.4866088687160836,5,0.7142857142857143,0,0.0,4,0.6,0,0.3333333333333333,5.366380000000004,0.6532384484313922
CCCC(c1nncn1C)[NH+](Cc1ccccc1Cl)c1ccc(C#N)c(Cl)c1,415.3480000000002,0.594174625220143,7,1.0,1,0.3333333333333333,4,0.6,1,0.6666666666666666,4.251580000000002,0.4297644582539842
CC1(C)C(O)CCC2(C)C3(C)c4[nH]c5ccccc5c4CC3CCC12O,353.5060000000002,0.37280751993814554,0,0.0,3,1.0,2,0.2,0,0.3333333333333333,4.310000000000004,0.44147539340483144
CCC1(CC)OC(S)=Nc2ccc(-c3ccc(C#N)n3C)cc21,325.43700000000007,0.27233287037699916,3,0.42857142857142855,1,0.3333333333333333,4,0.6,0,0.3333333333333333,4.526580000000004,0.48489124987471205
